order_id,customer_id,product,region,channel,order_date,year,revenue
3,CUST029,samsung,asia,retail,2024-04-10,2021,775
6,CUST007,iphone,asia,partner,2021-06-11,2021,1093
10,CUST032,iphone,north_america,retail,2021-04-23,2021,1227
12,CUST042,iphone,europe,retail,2021-01-10,2021,1303
13,CUST039,oneplus,north_america,partner,2021-09-18,2021,1415
15,CUST045,oneplus,europe,retail,2022-09-19,2021,1060
16,CUST047,samsung,europe,retail,2021-04-18,2021,614
19,CUST046,oneplus,europe,partner,2023-05-21,2021,998
31,CUST043,iphone,europe,partner,2023-05-13,2021,1475
32,CUST043,iphone,south_america,online,2023-04-16,2021,562
37,CUST041,xiaomi,north_america,retail,2023-06-15,2021,632
39,CUST011,samsung,europe,retail,2023-09-18,2021,1140
40,CUST005,xiaomi,south_america,online,2024-03-16,2021,755
43,CUST040,oneplus,north_america,online,2023-01-11,2021,968
44,CUST006,samsung,asia,online,2022-06-20,2021,419
50,CUST034,xiaomi,europe,online,2022-09-28,2021,1035
51,CUST036,iphone,asia,retail,2022-03-27,2021,974
52,CUST029,xiaomi,south_america,partner,2023-06-10,2021,913
57,CUST049,oneplus,south_america,retail,2024-02-19,2021,987
61,CUST016,samsung,south_america,retail,2021-02-15,2021,1031
68,CUST026,iphone,south_america,partner,2022-05-27,2021,726
69,CUST024,samsung,south_america,partner,2024-04-13,2021,914
75,CUST036,xiaomi,south_america,online,2021-06-13,2021,591
80,CUST013,iphone,south_america,partner,2021-03-13,2021,1493
81,CUST039,samsung,europe,retail,2021-06-27,2021,1243
84,CUST029,pixel,europe,online,2022-03-20,2021,617
87,CUST044,iphone,europe,partner,2023-09-18,2021,1324
90,CUST001,oneplus,asia,online,2021-01-28,2021,1415
93,CUST005,xiaomi,asia,online,2024-05-16,2021,628
94,CUST034,xiaomi,asia,retail,2021-09-11,2021,1384
97,CUST039,samsung,south_america,retail,2023-09-17,2021,673
99,CUST016,pixel,north_america,online,2022-03-23,2021,1042
103,CUST040,iphone,europe,retail,2024-04-14,2021,1468
104,CUST023,iphone,north_america,partner,2024-07-12,2021,1020
114,CUST029,xiaomi,asia,partner,2024-05-20,2021,928
115,CUST016,pixel,asia,partner,2021-06-26,2021,438
129,CUST013,iphone,south_america,partner,2022-06-20,2021,1106
135,CUST045,iphone,europe,online,2022-02-17,2021,604
136,CUST014,xiaomi,europe,online,2024-06-22,2021,833
138,CUST028,iphone,asia,online,2023-08-21,2021,766
139,CUST015,pixel,asia,retail,2023-01-16,2021,1270
140,CUST032,oneplus,south_america,partner,2022-09-10,2021,318
147,CUST039,pixel,north_america,online,2022-06-12,2021,879
148,CUST016,pixel,north_america,online,2022-02-26,2021,1333
152,CUST009,iphone,europe,online,2022-07-12,2021,1140
157,CUST020,samsung,europe,online,2021-03-25,2021,1372
159,CUST009,pixel,europe,partner,2022-04-13,2021,752
172,CUST038,oneplus,north_america,online,2024-03-15,2021,975
176,CUST018,samsung,north_america,online,2023-02-12,2021,938
177,CUST008,samsung,south_america,online,2023-05-28,2021,686
181,CUST038,xiaomi,europe,partner,2022-03-13,2021,1155
183,CUST018,pixel,asia,online,2022-09-22,2021,1473
184,CUST048,samsung,south_america,retail,2021-04-27,2021,556
189,CUST031,xiaomi,south_america,retail,2024-09-26,2021,904
195,CUST044,pixel,south_america,retail,2022-01-13,2021,629
199,CUST019,oneplus,asia,partner,2021-08-10,2021,362
201,CUST034,iphone,north_america,online,2024-06-14,2021,1330
209,CUST024,samsung,asia,retail,2023-05-18,2021,355
210,CUST016,xiaomi,north_america,online,2021-08-16,2021,692
212,CUST025,xiaomi,south_america,retail,2021-04-18,2021,360
216,CUST044,samsung,north_america,retail,2022-05-20,2021,768
220,CUST042,pixel,north_america,online,2022-06-13,2021,429
223,CUST010,xiaomi,asia,online,2024-05-17,2021,1336
232,CUST050,iphone,asia,partner,2021-08-17,2021,636
236,CUST012,iphone,asia,partner,2024-08-27,2021,729
237,CUST020,pixel,north_america,retail,2021-04-17,2021,727
243,CUST036,oneplus,south_america,partner,2024-09-11,2021,613
245,CUST006,oneplus,asia,online,2024-01-14,2021,1352
250,CUST028,iphone,europe,retail,2023-08-14,2021,1360
251,CUST016,oneplus,south_america,online,2022-09-19,2021,726
263,CUST021,pixel,north_america,partner,2022-08-21,2021,902
267,CUST021,oneplus,north_america,retail,2021-06-24,2021,1456
271,CUST012,xiaomi,asia,partner,2021-01-22,2021,426
273,CUST019,pixel,south_america,retail,2024-08-23,2021,382
283,CUST037,samsung,north_america,retail,2023-02-18,2021,870
285,CUST038,oneplus,north_america,retail,2022-02-25,2021,1461
286,CUST019,iphone,north_america,retail,2022-09-15,2021,1261
290,CUST017,samsung,asia,online,2022-02-16,2021,731
295,CUST006,iphone,asia,online,2023-06-12,2021,1492
302,CUST030,oneplus,south_america,online,2024-05-28,2021,1301
303,CUST006,samsung,south_america,online,2021-01-14,2021,1087
310,CUST005,oneplus,south_america,partner,2021-04-21,2021,1185
312,CUST003,oneplus,north_america,partner,2022-07-20,2021,545
315,CUST006,pixel,europe,partner,2022-06-27,2021,1071
316,CUST008,samsung,europe,partner,2024-06-12,2021,573
317,CUST027,oneplus,europe,retail,2022-09-10,2021,783
318,CUST017,pixel,asia,online,2024-09-13,2021,1357
319,CUST032,xiaomi,south_america,retail,2023-01-26,2021,802
321,CUST021,oneplus,asia,partner,2023-02-12,2021,631
327,CUST046,oneplus,europe,retail,2021-01-23,2021,1275
