order_id,customer_id,product,region,channel,order_date,year,revenue
2,CUST046,oneplus,europe,retail,2023-09-25,2024,1422
5,CUST022,pixel,south_america,partner,2024-02-23,2024,864
7,CUST015,xiaomi,north_america,partner,2022-06-23,2024,1359
23,CUST008,pixel,asia,online,2024-05-21,2024,1273
25,CUST012,iphone,north_america,partner,2023-05-26,2024,1005
27,CUST029,oneplus,south_america,retail,2024-09-26,2024,1244
28,CUST001,xiaomi,asia,retail,2021-07-10,2024,655
29,CUST037,pixel,asia,retail,2022-04-27,2024,563
30,CUST030,oneplus,asia,partner,2022-01-18,2024,1163
33,CUST025,samsung,south_america,online,2021-04-13,2024,918
36,CUST038,oneplus,asia,partner,2022-06-11,2024,1440
55,CUST005,xiaomi,asia,partner,2023-05-18,2024,1371
56,CUST032,oneplus,europe,partner,2023-03-19,2024,1149
62,CUST035,samsung,north_america,partner,2021-01-13,2024,1081
63,CUST028,oneplus,south_america,retail,2024-09-17,2024,994
64,CUST004,samsung,south_america,retail,2021-07-13,2024,584
67,CUST003,xiaomi,south_america,online,2021-09-24,2024,1269
73,CUST045,iphone,europe,retail,2022-03-16,2024,933
74,CUST009,oneplus,europe,retail,2021-05-12,2024,1111
77,CUST013,pixel,north_america,retail,2024-02-24,2024,651
78,CUST005,samsung,north_america,retail,2024-04-19,2024,1462
98,CUST009,iphone,north_america,partner,2021-01-10,2024,851
100,CUST013,oneplus,asia,online,2023-07-24,2024,1451
107,CUST029,iphone,south_america,retail,2024-05-14,2024,349
113,CUST024,samsung,asia,partner,2023-03-27,2024,486
116,CUST045,pixel,south_america,retail,2021-01-22,2024,965
118,CUST004,xiaomi,north_america,online,2022-08-13,2024,796
119,CUST021,pixel,north_america,partner,2023-09-17,2024,1135
120,CUST044,pixel,north_america,retail,2021-04-17,2024,1148
123,CUST021,xiaomi,north_america,retail,2021-01-24,2024,1434
124,CUST019,iphone,north_america,partner,2023-08-10,2024,1416
125,CUST042,iphone,north_america,partner,2022-07-21,2024,1437
126,CUST014,oneplus,asia,retail,2021-08-17,2024,1257
127,CUST011,pixel,north_america,retail,2024-06-21,2024,982
128,CUST040,xiaomi,north_america,partner,2021-05-19,2024,1301
132,CUST026,xiaomi,south_america,retail,2023-02-19,2024,1051
133,CUST003,pixel,north_america,retail,2024-01-22,2024,1417
141,CUST016,xiaomi,north_america,retail,2023-07-27,2024,1181
145,CUST041,iphone,europe,retail,2022-01-26,2024,1236
146,CUST038,oneplus,asia,partner,2024-01-24,2024,1013
149,CUST003,oneplus,europe,partner,2021-02-26,2024,1006
150,CUST029,pixel,north_america,online,2024-07-17,2024,1437
155,CUST018,iphone,asia,partner,2023-09-20,2024,375
160,CUST030,pixel,south_america,online,2023-09-12,2024,1172
161,CUST038,pixel,north_america,retail,2021-02-26,2024,547
162,CUST019,pixel,europe,partner,2022-05-22,2024,1099
163,CUST009,pixel,asia,online,2022-04-24,2024,1076
165,CUST035,xiaomi,europe,online,2022-06-18,2024,563
166,CUST035,xiaomi,north_america,partner,2021-07-16,2024,740
174,CUST044,samsung,north_america,retail,2023-06-18,2024,1341
178,CUST023,oneplus,europe,online,2021-03-24,2024,361
187,CUST047,pixel,europe,retail,2021-03-22,2024,341
188,CUST033,pixel,north_america,partner,2022-09-24,2024,516
190,CUST010,oneplus,asia,retail,2022-01-11,2024,1042
198,CUST026,oneplus,south_america,partner,2021-02-15,2024,497
203,CUST019,iphone,north_america,retail,2024-04-27,2024,375
205,CUST040,oneplus,south_america,partner,2021-09-16,2024,1022
206,CUST017,xiaomi,south_america,partner,2022-08-23,2024,871
211,CUST012,oneplus,europe,online,2024-06-27,2024,1101
213,CUST033,oneplus,north_america,online,2022-07-12,2024,656
214,CUST002,xiaomi,south_america,partner,2021-03-23,2024,1269
217,CUST042,oneplus,south_america,partner,2024-06-20,2024,845
218,CUST019,iphone,south_america,retail,2022-07-17,2024,1037
224,CUST035,iphone,north_america,online,2024-02-27,2024,664
226,CUST046,pixel,south_america,partner,2022-03-26,2024,1000
228,CUST037,pixel,south_america,online,2021-02-11,2024,1402
229,CUST025,oneplus,south_america,online,2023-02-20,2024,895
234,CUST010,xiaomi,north_america,online,2022-08-12,2024,390
239,CUST012,oneplus,north_america,partner,2023-01-24,2024,457
242,CUST038,pixel,south_america,online,2023-03-25,2024,778
244,CUST038,oneplus,south_america,partner,2023-09-11,2024,462
246,CUST027,samsung,europe,retail,2021-07-18,2024,714
248,CUST030,samsung,europe,partner,2022-06-14,2024,658
252,CUST042,pixel,north_america,partner,2023-01-24,2024,1145
254,CUST003,samsung,north_america,partner,2022-04-18,2024,1006
255,CUST029,iphone,europe,online,2023-06-28,2024,799
256,CUST047,pixel,europe,retail,2022-08-15,2024,822
264,CUST032,pixel,north_america,online,2023-09-26,2024,975
274,CUST043,oneplus,asia,partner,2022-07-13,2024,1115
278,CUST011,iphone,asia,retail,2022-02-27,2024,657
281,CUST038,samsung,south_america,partner,2022-07-21,2024,856
282,CUST028,samsung,asia,partner,2023-01-20,2024,1105
287,CUST033,oneplus,asia,retail,2024-06-21,2024,1413
298,CUST015,samsung,asia,partner,2022-06-27,2024,776
305,CUST034,oneplus,asia,retail,2021-05-17,2024,306
307,CUST014,iphone,europe,online,2022-03-20,2024,696
320,CUST048,pixel,asia,retail,2024-01-21,2024,1144
323,CUST028,iphone,north_america,online,2024-05-18,2024,1265
324,CUST004,iphone,asia,online,2022-05-15,2024,1219
329,CUST031,iphone,europe,retail,2024-09-17,2024,741
331,CUST033,samsung,europe,online,2022-02-27,2024,487
333,CUST034,samsung,south_america,partner,2023-07-25,2024,930
340,CUST049,iphone,north_america,retail,2024-06-28,2024,812
341,CUST033,pixel,north_america,retail,2022-05-23,2024,1062
347,CUST029,xiaomi,asia,online,2022-08-28,2024,507
348,CUST019,samsung,europe,retail,2021-07-28,2024,1061
355,CUST036,oneplus,europe,partner,2024-03-24,2024,1313
364,CUST039,samsung,south_america,retail,2022-08-11,2024,1192
371,CUST012,pixel,north_america,partner,2023-07-24,2024,1483
372,CUST016,iphone,asia,online,2023-01-26,2024,517
373,CUST009,pixel,europe,online,2023-04-13,2024,1407
375,CUST017,pixel,north_america,partner,2024-02-23,2024,551
378,CUST019,oneplus,north_america,partner,2024-02-19,2024,789
384,CUST040,pixel,north_america,online,2022-04-21,2024,1142
385,CUST026,samsung,asia,online,2024-05-23,2024,1440
386,CUST021,pixel,north_america,partner,2021-01-28,2024,1016
391,CUST014,xiaomi,north_america,retail,2021-03-11,2024,1023
393,CUST047,iphone,europe,partner,2022-05-15,2024,1168
401,CUST027,oneplus,europe,retail,2023-04-18,2024,762
402,CUST034,samsung,north_america,partner,2021-09-21,2024,916
404,CUST014,samsung,asia,retail,2021-06-17,2024,1085
408,CUST004,iphone,north_america,online,2023-02-13,2024,1143
411,CUST010,oneplus,north_america,partner,2021-02-26,2024,1119
420,CUST036,xiaomi,north_america,online,2023-02-26,2024,1241
421,CUST017,pixel,europe,online,2022-07-25,2024,710
422,CUST049,oneplus,south_america,partner,2023-03-20,2024,756
432,CUST044,samsung,europe,partner,2024-05-19,2024,488
436,CUST002,xiaomi,europe,online,2021-07-20,2024,440
455,CUST030,pixel,south_america,retail,2021-02-11,2024,1254
458,CUST003,oneplus,south_america,online,2023-02-15,2024,449
467,CUST006,samsung,europe,online,2021-02-15,2024,1023
469,CUST049,xiaomi,south_america,retail,2021-02-17,2024,1475
479,CUST046,samsung,south_america,retail,2023-04-13,2024,1240
480,CUST033,samsung,north_america,partner,2023-04-16,2024,426
481,CUST029,oneplus,asia,online,2022-01-28,2024,530
488,CUST033,samsung,europe,online,2023-01-27,2024,919
489,CUST034,samsung,asia,online,2023-04-18,2024,921
492,CUST015,iphone,asia,retail,2023-05-24,2024,1052
496,CUST015,samsung,europe,partner,2024-05-21,2024,701
497,CUST001,iphone,south_america,retail,2022-05-26,2024,1406
499,CUST016,pixel,north_america,retail,2022-01-11,2024,1289
500,CUST037,samsung,asia,online,2022-06-17,2024,712
501,CUST041,oneplus,south_america,online,2024-04-14,2024,1252
502,CUST035,samsung,asia,retail,2021-06-21,2024,908
510,CUST035,pixel,europe,online,2023-08-26,2024,1498
514,CUST039,iphone,europe,partner,2022-09-12,2024,487
524,CUST035,oneplus,south_america,online,2024-08-24,2024,918
526,CUST031,samsung,europe,retail,2023-07-20,2024,1412
527,CUST004,xiaomi,europe,retail,2021-04-26,2024,475
536,CUST001,oneplus,asia,online,2022-04-15,2024,821
537,CUST022,pixel,asia,online,2022-05-14,2024,1204
538,CUST036,samsung,north_america,online,2023-07-11,2024,1488
540,CUST045,samsung,europe,online,2023-03-17,2024,990
553,CUST011,oneplus,south_america,partner,2024-07-12,2024,768
555,CUST044,pixel,north_america,partner,2024-08-24,2024,778
556,CUST014,xiaomi,europe,partner,2023-01-25,2024,1113
557,CUST018,pixel,south_america,retail,2024-04-28,2024,1467
560,CUST026,pixel,north_america,online,2023-06-18,2024,1411
564,CUST012,xiaomi,south_america,online,2024-09-23,2024,847
567,CUST024,pixel,south_america,online,2024-02-21,2024,337
576,CUST014,xiaomi,north_america,retail,2024-09-10,2024,920
581,CUST008,iphone,north_america,retail,2023-07-23,2024,684
582,CUST035,samsung,north_america,partner,2024-08-18,2024,968
583,CUST016,samsung,south_america,online,2022-03-13,2024,923
584,CUST013,oneplus,north_america,retail,2023-04-15,2024,506
586,CUST003,oneplus,europe,online,2021-07-24,2024,1463
587,CUST041,xiaomi,south_america,online,2024-02-15,2024,1447
590,CUST004,iphone,asia,partner,2021-04-21,2024,922
593,CUST040,samsung,europe,retail,2024-08-14,2024,1474
594,CUST035,samsung,north_america,retail,2022-02-27,2024,913
601,CUST006,oneplus,north_america,partner,2023-04-27,2024,1248
609,CUST032,pixel,north_america,partner,2022-04-20,2024,828
611,CUST013,pixel,asia,online,2022-08-22,2024,473
612,CUST007,samsung,north_america,partner,2023-05-10,2024,378
616,CUST033,iphone,asia,partner,2024-05-26,2024,1335
617,CUST021,iphone,south_america,partner,2024-08-24,2024,1125
618,CUST047,pixel,asia,online,2022-05-25,2024,1028
625,CUST019,iphone,europe,partner,2024-03-19,2024,1065
631,CUST020,xiaomi,north_america,online,2024-02-25,2024,1047
633,CUST007,oneplus,south_america,partner,2021-05-17,2024,801
634,CUST001,samsung,asia,online,2024-07-19,2024,502
636,CUST018,pixel,south_america,retail,2021-03-18,2024,1481
641,CUST017,iphone,south_america,partner,2023-07-28,2024,497
642,CUST025,samsung,europe,online,2022-07-24,2024,574
644,CUST033,samsung,asia,partner,2024-04-14,2024,1267
645,CUST002,samsung,south_america,online,2021-09-15,2024,1270
662,CUST017,xiaomi,north_america,partner,2023-06-18,2024,895
665,CUST003,iphone,europe,retail,2024-08-21,2024,1462
666,CUST048,samsung,asia,retail,2021-02-14,2024,1492
668,CUST018,oneplus,asia,online,2024-07-13,2024,1291
670,CUST021,pixel,north_america,partner,2023-05-26,2024,1230
672,CUST028,xiaomi,asia,online,2023-01-23,2024,717
673,CUST049,oneplus,asia,online,2021-06-11,2024,530
676,CUST018,oneplus,asia,online,2022-08-20,2024,1072
683,CUST039,samsung,europe,retail,2021-09-21,2024,577
684,CUST048,oneplus,north_america,partner,2024-05-23,2024,928
691,CUST032,iphone,north_america,retail,2024-06-18,2024,1177
697,CUST001,pixel,south_america,retail,2022-04-27,2024,834
698,CUST041,xiaomi,north_america,retail,2022-02-11,2024,587
699,CUST016,xiaomi,south_america,partner,2023-03-23,2024,862
701,CUST015,iphone,asia,partner,2024-07-16,2024,1319
710,CUST008,oneplus,europe,retail,2023-07-27,2024,699
712,CUST048,pixel,asia,retail,2023-08-14,2024,1005
715,CUST002,samsung,europe,partner,2021-05-17,2024,404
717,CUST009,oneplus,europe,retail,2021-02-15,2024,856
